Diederichs Lab - RNA Biology & Cancer 
 German Cancer Research Center (DKFZ) - Heidelberg - Germany 
 http://r-deep.dkfz.de 
 Caudron-Herger et al. 2019 Molecular Cell 75 1-16 
 June 30 2022 
 
"Entry_Name","Uniprot_ID","Gene_Name","Times_Listed_as_RBP","R_DeeP_shift","Baltz_2012","Castello_2012","Beckmann_2015","Castello_2016","Conrad_2016","Mullari_2017","Bao_2018","Perez_Perri_2018","Trendel_2018","Gene_Ontology_RNA_Binding","Cook_2011","Kwon_2013","Ray_2013","Gerstberger_2014","He_2016","Hendrickson_2016","Sundararaman_2016","Brannan_2016","Treiber_2017"
"SERPH_HUMAN","P50454","SERPINH1",4," "," ","X"," "," "," ","X"," "," ","X","X"," "," "," "," "," "," "," "," "," "
"SKIV2_HUMAN","Q15477","SKIV2L",4," "," "," "," "," "," "," "," "," ","X","X"," "," "," ","X"," "," ","X"," "," "
"SMBP2_HUMAN","P38935","IGHMBP2",4," "," "," "," "," "," "," "," "," ","X","X"," "," "," ","X"," "," "," ","X"," "
"SMC2_HUMAN","O95347","SMC2",4," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," ","X"," "," "," "," "
"SMCA4_HUMAN","P51532","SMARCA4",4,"X"," "," "," "," "," ","X","X"," ","X"," "," "," "," "," ","X"," "," "," "," "
"SMU1_HUMAN","Q2TAY7","SMU1",4," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," ","X"," "," "," "," "
"SSRA_HUMAN","P43307","SSR1",4," "," "," ","X"," "," ","X"," "," ","X"," "," ","X"," "," "," "," "," "," "," "
"SUCA_HUMAN","P53597","SUCLG1",4," "," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "
"SUZ12_HUMAN","Q15022","SUZ12",4," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X","X","X"," "," "," "
"SYDM_HUMAN","Q6PI48","DARS2",4,"X"," "," ","X"," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"SYLC_HUMAN","Q9P2J5","LARS",4,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," ","X"," "," "," ","X","X"
"SYNC_HUMAN","O43776","NARS",4,"X"," "," ","X"," "," "," "," "," ","X"," "," "," "," ","X"," "," "," ","X"," "
"SYRM_HUMAN","Q5T160","RARS2",4," ","X"," "," "," "," "," ","X"," "," ","X"," "," "," ","X"," "," "," "," "," "
"TACO1_HUMAN","Q9BSH4","TACO1",4," "," "," ","X","X"," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "
"TBB5_HUMAN","P07437","TUBB",4,"X"," "," "," "," "," ","X"," ","X","X"," "," ","X"," "," "," "," "," "," "," "
"TCEA1_HUMAN","P23193","TCEA1",4," "," "," "," ","X"," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "
"TCPE_HUMAN","P48643","CCT5",4,"X"," "," "," "," "," ","X","X"," ","X"," "," "," "," "," ","X"," "," "," "," "
"TENS1_HUMAN","Q9HBL0","TNS1",4," "," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," ","X"," "," "," "," "
"TEP1_HUMAN","Q99973","TEP1",4," "," "," "," "," "," "," "," "," "," ","X","X"," "," ","X"," "," ","X"," "," "
"TET5A_HUMAN","Q96IP4","TENT5A",4,"X"," ","X"," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"TFP11_HUMAN","Q9UBB9","TFIP11",4,"X"," "," "," "," "," "," "," "," "," "," "," "," "," ","X","X"," ","X","X"," "
"THIM_HUMAN","P42765","ACAA2",4," "," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "
"THOC1_HUMAN","Q96FV9","THOC1",4,"X"," "," "," "," "," "," "," "," "," ","X"," "," "," ","X","X"," "," ","X"," "
"THOC7_HUMAN","Q6I9Y2","THOC7",4," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X","X"," "," ","X"," "
"THUM3_HUMAN","Q9BV44","THUMPD3",4," "," "," "," "," "," "," "," "," "," ","X","X"," "," ","X"," "," "," ","X"," "
"TM10A_HUMAN","Q8TBZ6","TRMT10A",4," "," ","X","X"," "," "," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "
"TMEDA_HUMAN","P49755","TMED10",4,"X"," "," ","X"," "," ","X"," "," ","X"," "," "," "," "," "," "," "," ","X"," "
"TNR6C_HUMAN","Q9HCJ0","TNRC6C",4," "," "," "," "," "," "," "," "," "," ","X"," "," ","X","X"," "," ","X"," "," "
"TOP2B_HUMAN","Q02880","TOP2B",4,"X"," "," "," "," "," ","X","X","X","X"," "," "," "," "," "," "," "," "," "," "
"TRMB_HUMAN","Q9UBP6","METTL1",4," "," "," "," "," "," "," ","X"," "," ","X"," "," "," ","X"," "," "," ","X"," "
"TRRAP_HUMAN","Q9Y4A5","TRRAP",4,"X"," "," "," "," "," ","X","X"," ","X"," "," "," "," "," ","X"," "," "," "," "
"TRUB1_HUMAN","Q8WWH5","TRUB1",4," "," "," ","X"," "," "," "," "," ","X","X"," "," "," ","X"," "," "," "," "," "
"TWF2_HUMAN","Q6IBS0","TWF2",4," "," ","X"," "," "," "," "," "," ","X","X"," "," "," "," ","X"," "," "," "," "
"UBC9_HUMAN","P63279","UBE2I",4," "," ","X"," "," "," "," "," "," "," ","X"," "," "," "," ","X"," "," ","X"," "
"UBP42_HUMAN","Q9H9J4","USP42",4," "," "," "," "," ","X","X","X"," "," "," "," "," "," "," "," "," "," ","X"," "
"UCHL5_HUMAN","Q9Y5K5","UCHL5",4," "," ","X"," ","X"," "," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "
"USO1_HUMAN","O60763","USO1",4," "," ","X"," ","X"," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"VINC_HUMAN","P18206","VCL",4," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," ","X"," "," "," "," "
"WDR12_HUMAN","Q9GZL7","WDR12",4," "," "," "," "," "," ","X","X"," "," "," "," "," "," ","X"," "," "," ","X"," "
"WDR83_HUMAN","Q9BRX9","WDR83",4," "," "," "," "," "," ","X"," "," "," "," "," "," "," ","X","X"," "," ","X"," "
"XPOT_HUMAN","O43592","XPOT",4," "," "," "," "," "," "," ","X"," ","X","X"," "," "," ","X"," "," "," "," "," "
"ZC3H3_HUMAN","Q8IXZ2","ZC3H3",4," "," "," "," "," "," "," "," "," "," "," ","X"," ","X","X"," "," "," ","X"," "
"ZCH24_HUMAN","Q8N2G6","ZCCHC24",4," ","X"," "," "," "," "," "," "," ","X","X"," "," "," ","X"," "," "," "," "," "
"ZN579_HUMAN","Q8NAF0","ZNF579",4," ","X"," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"ZN593_HUMAN","O00488","ZNF593",4," "," "," "," "," "," "," "," "," ","X"," "," ","X"," "," ","X"," "," ","X"," "
"6PGD_HUMAN","P52209","PGD",3," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"AATM_HUMAN","P00505","GOT2",3," ","X"," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ABC3G_HUMAN","Q9HC16","APOBEC3G",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"ABEC1_HUMAN","P41238","APOBEC1",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"ABEC2_HUMAN","Q9Y235","APOBEC2",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"ADAD1_HUMAN","Q96M93","ADAD1",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"ADAD2_HUMAN","Q8NCV1","ADAD2",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"AEN_HUMAN","Q8WTP8","AEN",3," "," "," "," "," "," "," "," "," ","X"," "," ","X"," ","X"," "," "," "," "," "
"AFAD_HUMAN","P55196","AFDN",3," "," "," "," ","X"," "," "," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"AGO4_HUMAN","Q9HCK5","AGO4",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"AIMP2_HUMAN","Q13155","AIMP2",3,"X"," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X","X"
"ALDOC_HUMAN","P09972","ALDOC",3,"X"," "," "," ","X"," ","X","X"," "," "," "," "," "," "," "," "," "," "," "," "
"AN32A_HUMAN","P39687","ANP32A",3," ","X"," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "," "," "," "," "
"AN32B_HUMAN","Q92688","ANP32B",3," "," "," "," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," "," "," "," "
"ANGE2_HUMAN","Q5VTE6","ANGEL2",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"ANGI_HUMAN","P03950","ANG",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"ANXA1_HUMAN","P04083","ANXA1",3," "," "," "," "," "," "," ","X"," ","X","X"," "," "," "," "," "," "," "," "," "
"ANXA6_HUMAN","P08133","ANXA6",3," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"ANXA7_HUMAN","P20073","ANXA7",3," ","X"," "," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"APTX_HUMAN","Q7Z2E3","APTX",3,"X"," "," "," "," "," "," "," "," "," ","X","X"," "," ","X"," "," "," "," "," "
"ARF1_HUMAN","P84077","ARF1",3,"X","X"," "," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"ARGL1_HUMAN","Q9NWB6","ARGLU1",3,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," ","X"," "," ","X"," "
"ASSY_HUMAN","P00966","ASS1",3," "," ","X"," "," "," ","X"," "," "," ","X"," "," "," "," "," "," "," "," "," "
"AT2A2_HUMAN","P16615","ATP2A2",3," "," "," ","X"," "," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "," "
"ATP5I_HUMAN","P56385","ATP5ME",3," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," ","X"," "," ","X"," "
"AUHM_HUMAN","Q13825","AUH",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"BARD1_HUMAN","Q99728","BARD1",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"BAZ1A_HUMAN","Q9NRL2","BAZ1A",3," "," "," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "," ","X"," "
"BRCA1_HUMAN","P38398","BRCA1",3," "," "," "," "," "," "," "," "," ","X","X"," "," "," ","X"," "," "," "," "," "
"BRD4_HUMAN","O60885","BRD4",3," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," ","X"," "," ","X"," "
"BTAF1_HUMAN","O14981","BTAF1",3,"X"," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"BUB3_HUMAN","O43684","BUB3",3,"X"," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"BUD23_HUMAN","O43709","BUD23",3,"X","X"," "," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"C19L1_HUMAN","Q69YN2","CWF19L1",3,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," ","X"," "," "," ","X"," "
"C1D_HUMAN","Q13901","C1D",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"CALD1_HUMAN","Q05682","CALD1",3," "," "," ","X","X"," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CALM1_HUMAN","P0DP23","CALM1",3,"X"," "," "," "," "," ","X"," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"CALU_HUMAN","O43852","CALU",3,"X"," "," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "," ","X"," "
"CARF_HUMAN","Q9NXV6","CDKN2AIP",3,"X"," "," "," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," ","X"," "
"CARM1_HUMAN","Q86X55","CARM1",3," "," "," "," "," "," "," "," ","X","X","X"," "," "," "," "," "," "," "," "," "
"CATA_HUMAN","P04040","CAT",3," "," "," "," ","X"," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CAVN1_HUMAN","Q6NZI2","CAVIN1",3," "," ","X"," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "
"CB015_HUMAN","Q8WU43","C2orf15",3," ","X"," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "
"CCD12_HUMAN","Q8WUD4","CCDC12",3," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," ","X"," "," ","X"," "
"CCD9B_HUMAN","Q6ZUT6","CCDC9B",3," "," ","X"," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "
"CCNT2_HUMAN","O60583","CCNT2",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"CD11B_HUMAN","P21127","CDK11B",3,"X","X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "
"CDK13_HUMAN","Q14004","CDK13",3,"X","X"," "," "," "," "," "," "," "," ","X"," "," "," "," ","X"," "," "," "," "
"CDK4_HUMAN","P11802","CDK4",3," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"CDN2A_HUMAN","P42771","CDKN2A",3," ","X"," "," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"CFA20_HUMAN","Q9Y6A4","CFAP20",3," ","X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "
"CG050_HUMAN","Q9BRJ6","C7orf50",3,"X"," ","X"," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"CH033_HUMAN","Q9H7E9","C8orf33",3," "," "," "," "," "," "," ","X"," ","X"," "," "," "," "," "," "," "," ","X"," "
"CL065_HUMAN","Q9H3J6","C12orf65",3," "," "," "," "," "," "," "," "," ","X","X"," "," "," ","X"," "," "," "," "," "
"CLASR_HUMAN","Q8N2M8","CLASRP",3," "," "," "," "," "," "," "," "," "," "," ","X"," "," ","X"," "," "," ","X"," "
"CND1_HUMAN","Q15021","NCAPD2",3," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"CNDD3_HUMAN","P42695","NCAPD3",3,"X"," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"CNOT3_HUMAN","O75175","CNOT3",3," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X","X"," "," ","X"," "
"CNOT6_HUMAN","Q9ULM6","CNOT6",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"CNOT9_HUMAN","Q92600","CNOT9",3," "," "," ","X"," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "
"COA6_HUMAN","Q5JTJ3","COA6",3," "," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"COEA1_HUMAN","Q05707","COL14A1",3,"X"," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"COPA_HUMAN","P53621","COPA",3,"X"," "," "," "," "," ","X"," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"COPB_HUMAN","P53618","COPB1",3," "," "," "," ","X"," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "," "
"COR1A_HUMAN","P31146","CORO1A",3," "," ","X"," "," "," "," "," ","X"," ","X"," "," "," "," "," "," "," "," "," "
"CTBL1_HUMAN","Q8WYA6","CTNNBL1",3," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "," ","X"," "
"CTND1_HUMAN","O60716","CTNND1",3,"X"," "," "," ","X"," "," "," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"CTR9_HUMAN","Q6PD62","CTR9",3,"X"," "," "," "," "," "," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," "
"CYBP_HUMAN","Q9HB71","CACYBP",3," "," "," ","X"," "," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CYC_HUMAN","P99999","CYCS",3," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DD19B_HUMAN","Q9UMR2","DDX19B",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"DDR2_HUMAN","Q16832","DDR2",3," "," "," "," ","X"," "," "," ","X","X"," "," "," "," "," "," "," "," "," "," "
"DDX58_HUMAN","O95786","DDX58",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"DDX59_HUMAN","Q5T1V6","DDX59",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"DDX60_HUMAN","Q8IY21","DDX60",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"DENR_HUMAN","O43583","DENR",3," "," "," "," "," "," "," "," "," ","X","X"," "," "," ","X"," "," "," "," "," "
"DHX34_HUMAN","Q14147","DHX34",3," ","X"," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "
"DHX58_HUMAN","Q96C10","DHX58",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"DI3L1_HUMAN","Q8TF46","DIS3L",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"DI3L2_HUMAN","Q8IYB7","DIS3L2",3," "," "," "," "," "," "," "," ","X"," ","X"," "," "," ","X"," "," "," "," "," "
"DIAP1_HUMAN","O60610","DIAPH1",3," "," ","X"," "," "," "," "," ","X"," ","X"," "," "," "," "," "," "," "," "," "
"DNJA1_HUMAN","P31689","DNAJA1",3,"X"," "," "," ","X"," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DNJC8_HUMAN","O75937","DNAJC8",3,"X"," "," "," "," "," ","X"," "," ","X"," "," ","X"," "," "," "," "," "," "," "
"DPOLA_HUMAN","P09884","POLA1",3," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "," ","X"," "
"DRG2_HUMAN","P55039","DRG2",3," "," "," "," "," "," "," "," "," ","X"," "," "," "," ","X"," "," "," ","X"," "
"DSC1_HUMAN","Q08554","DSC1",3," "," "," "," "," "," ","X"," ","X","X"," "," "," "," "," "," "," "," "," "," "
"DUS2L_HUMAN","Q9NX74","DUS2",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"DXO_HUMAN","O77932","DXO",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"DYST_HUMAN","Q03001","DST",3," "," "," "," ","X"," "," "," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"ECHA_HUMAN","P40939","HADHA",3," "," "," "," ","X"," "," "," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"ECHB_HUMAN","P55084","HADHB",3," "," ","X"," "," "," ","X"," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ECM29_HUMAN","Q5VYK3","ECPAS",3," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"EED_HUMAN","O75530","EED",3,"X"," "," "," "," "," ","X"," "," "," "," "," ","X"," ","X"," "," "," "," "," "
"EFHD2_HUMAN","Q96C19","EFHD2",3," "," "," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "," ","X"," "
"EI2BA_HUMAN","Q14232","EIF2B1",3,"X"," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"EI2BE_HUMAN","Q13144","EIF2B5",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"EIF3F_HUMAN","O00303","EIF3F",3," "," "," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "," "," ","X"," "
"ELYS_HUMAN","Q8WYP5","AHCTF1",3,"X"," "," "," "," "," ","X"," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"ERH_HUMAN","P84090","ERH",3,"X","X"," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ERI1_HUMAN","Q8IV48","ERI1",3," "," "," "," "," "," "," "," "," ","X","X"," "," "," ","X"," "," "," "," "," "
"ERP29_HUMAN","P30040","ERP29",3," "," "," "," ","X"," ","X"," "," "," "," "," "," "," "," ","X"," "," "," "," "
"EST1A_HUMAN","Q86US8","SMG6",3," "," "," "," "," "," "," "," ","X"," ","X"," "," "," ","X"," "," "," "," "," "
"EXOS5_HUMAN","Q9NQT4","EXOSC5",3,"X"," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"F120B_HUMAN","Q96EK7","FAM120B",3," "," "," "," "," "," "," "," "," ","X"," "," "," "," ","X"," "," "," ","X"," "
"FA32A_HUMAN","Q9Y421","FAM32A",3," "," ","X"," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "
"FACD2_HUMAN","Q9BXW9","FANCD2",3," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"FASTK_HUMAN","Q14296","FASTK",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"FDXA1_HUMAN","Q9BRP7","FDXACB1",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"FPPS_HUMAN","P14324","FDPS",3," "," ","X"," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "
"FUMH_HUMAN","P07954","FH",3," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"FWCH2_HUMAN","Q96CP2","FLYWCH2",3," "," ","X"," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"GARS_HUMAN","P41250","GARS",3," "," "," "," "," "," ","X"," "," ","X"," "," "," "," ","X"," "," "," "," "," "
"GEMI6_HUMAN","Q8WXD5","GEMIN6",3," "," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "," "," ","X"," "
"GEMI7_HUMAN","Q9H840","GEMIN7",3," "," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "," "," ","X"," "
"GGCT_HUMAN","O75223","GGCT",3," "," "," ","X"," "," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GLD2_HUMAN","Q6PIY7","TENT2",3," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X","X"
"GLE1_HUMAN","Q53GS7","GLE1",3,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "," "," ","X"," "
"GLRX3_HUMAN","O76003","GLRX3",3," "," ","X"," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "," "," "
"GLU2B_HUMAN","P14314","PRKCSH",3," "," "," "," "," "," ","X"," "," ","X","X"," "," "," "," "," "," "," "," "," "
"GLYM_HUMAN","P34897","SHMT2",3," "," "," "," "," "," ","X"," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"GOGB1_HUMAN","Q14789","GOLGB1",3," "," ","X"," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"GPKOW_HUMAN","Q92917","GPKOW",3," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," ","X","X"," "
"GRN_HUMAN","P28799","GRN",3," "," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"GSTP1_HUMAN","P09211","GSTP1",3," "," "," ","X"," "," ","X","X"," "," "," "," "," "," "," "," "," "," "," "," "
"GTF2I_HUMAN","P78347","GTF2I",3,"X"," "," "," "," "," "," ","X"," ","X"," "," "," "," "," ","X"," "," "," "," "
"GTPB8_HUMAN","Q8N3Z3","GTPBP8",3," "," "," "," "," "," "," ","X"," ","X"," "," "," "," "," "," "," "," ","X"," "
"H1X_HUMAN","Q92522","H1FX",3,"X","X"," "," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"H2AW_HUMAN","Q9P0M6","H2AFY2",3," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," ","X"," "," ","X"," "
"HDAC1_HUMAN","Q13547","HDAC1",3,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," ","X","X"," "," "," "
"HEXI2_HUMAN","Q96MH2","HEXIM2",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"HMGN2_HUMAN","P05204","HMGN2",3,"X","X"," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "," "," "," "," "
"HMGN5_HUMAN","P82970","HMGN5",3," ","X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," ","X"," "
"HP1B3_HUMAN","Q5SSJ5","HP1BP3",3,"X"," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "," ","X"," "
"HSP74_HUMAN","P34932","HSPA4",3," "," "," "," "," "," ","X","X"," ","X"," "," "," "," "," "," "," "," "," "," "
"HXK2_HUMAN","P52789","HK2",3," "," "," "," "," "," "," "," "," ","X"," "," ","X"," "," ","X"," "," "," "," "
"IBTK_HUMAN","Q9P2D0","IBTK",3," "," "," "," "," "," "," ","X"," ","X"," "," "," "," "," "," "," "," ","X"," "
"ICAL_HUMAN","P20810","CAST",3," "," ","X"," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"ICE1_HUMAN","Q9Y2F5","ICE1",3," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," ","X"," "," ","X"," "
"IDHP_HUMAN","P48735","IDH2",3," "," "," "," ","X"," ","X"," ","X"," "," "," "," "," "," "," "," "," "," "," "
"IF4E2_HUMAN","O60573","EIF4E2",3,"X","X"," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," "," "," "
"IF4E3_HUMAN","Q8N5X7","EIF4E3",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"IF5A2_HUMAN","Q9GZV4","EIF5A2",3," "," "," "," "," "," "," "," "," "," ","X"," ","X"," ","X"," "," "," "," "," "
"IFIH1_HUMAN","Q9BYX4","IFIH1",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," ","X"," "," "
"IMA4_HUMAN","O00505","KPNA3",3,"X"," "," "," "," "," ","X"," "," ","X"," "," "," "," "," "," "," "," ","X"," "
"INSL6_HUMAN","Q9Y581","INSL6",3," "," "," "," "," ","X"," "," "," ","X"," "," "," "," "," ","X"," "," "," "," "
"INT10_HUMAN","Q9NVR2","INTS10",3," "," "," "," "," "," "," ","X"," "," "," "," "," "," ","X","X"," "," "," "," "
"INT3_HUMAN","Q68E01","INTS3",3," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X","X"," "," ","X"," "
"IPO9_HUMAN","Q96P70","IPO9",3," "," "," "," "," "," "," ","X"," ","X"," "," "," "," ","X"," "," "," "," "," "
"KCD12_HUMAN","Q96CX2","KCTD12",3," ","X"," "," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," "," "
"KDM1A_HUMAN","O60341","KDM1A",3," "," "," "," "," "," "," ","X"," "," ","X"," "," "," "," "," ","X"," "," "," "
"KHNYN_HUMAN","O15037","KHNYN",3," "," "," "," "," "," "," "," "," "," ","X"," "," "," ","X"," "," "," ","X"," "
"KIF2A_HUMAN","O00139","KIF2A",3,"X"," "," "," "," "," "," "," ","X","X"," "," "," "," "," "," "," "," ","X"," "
"KMT2C_HUMAN","Q8NEZ4","KMT2C",3," "," ","X"," "," "," ","X"," "," "," ","X"," "," "," "," "," "," "," "," "," "
